id,id_cargadescarga,id_equipo,id_palas,id_palanext,tiem_llegada,tiem_esperando,tiem_cuadra,tiem_cuadra,tiem_cuadrado,tiem_carga,tiem_acarreo,tiem_cola,tiem_retro,tiem_listo,tiem_descarga,tiem_viajando
1464120,1464120,34,1624520,117,2023-02-25 11:20:07.262000+00:00,2023-02-25 11:20:07.262000+00:00,2023-02-25 11:20:13.262000+00:00,2023-02-25 11:20:13.262000+00:00,2023-02-25 11:20:29.266000+00:00,2023-02-25 11:20:37.272000+00:00,2023-02-25 11:24:37.306000+00:00,2023-02-25 11:28:49.356000+00:00,2023-02-25 11:32:01.380000+00:00,2023-02-25 11:32:11.381000+00:00,2023-02-25 11:38:45.430000+00:00,2023-02-25 11:39:37.434000+00:00
1464139,1464139,34,1624553,117,2023-02-25 11:59:11.648000+00:00,2023-02-25 12:16:13.812000+00:00,2023-02-25 12:16:13.812000+00:00,2023-02-25 12:16:13.812000+00:00,2023-02-25 12:16:13.812000+00:00,2023-02-25 12:16:13.812000+00:00,2023-02-25 12:22:39.872000+00:00,2023-02-25 12:29:57.934000+00:00,2023-02-25 12:30:09.936000+00:00,2023-02-25 12:30:49.943000+00:00,2023-02-25 12:31:15.949000+00:00,2023-02-25 12:31:59.955000+00:00
1464169,1464169,34,1624604,117,2023-02-25 12:36:04.012000+00:00,2023-02-25 12:56:45.380000+00:00,2023-02-25 13:02:36.337000+00:00,2023-02-25 13:02:36.337000+00:00,2023-02-25 13:02:36.337000+00:00,2023-02-25 13:06:00.370000+00:00,2023-02-25 13:08:52.392000+00:00,2023-02-25 13:15:22.432000+00:00,2023-02-25 13:15:26.434000+00:00,2023-02-25 13:15:50.439000+00:00,2023-02-25 13:16:06.440000+00:00,2023-02-25 13:16:54.446000+00:00
1464208,1464208,34,1624628,117,2023-02-25 13:20:58.494000+00:00,2023-02-25 13:28:39.682000+00:00,2023-02-25 13:31:56.593000+00:00,2023-02-25 13:31:56.593000+00:00,2023-02-25 13:31:56.593000+00:00,2023-02-25 13:31:56.593000+00:00,2023-02-25 13:37:20.768000+00:00,2023-02-25 13:44:42.753000+00:00,2023-02-25 13:44:44.752000+00:00,2023-02-25 13:45:04.755000+00:00,2023-02-25 13:45:22.759000+00:00,2023-02-25 13:45:56.763000+00:00
1464230,1464230,34,1624653,117,2023-02-25 13:47:26.786000+00:00,2023-02-25 13:55:17.889000+00:00,2023-02-25 13:58:06.904000+00:00,2023-02-25 13:58:06.904000+00:00,2023-02-25 13:58:06.904000+00:00,2023-02-25 13:58:06.904000+00:00,2023-02-25 14:02:48.965000+00:00,2023-02-25 14:05:08.990000+00:00,2023-02-25 14:05:10.990000+00:00,2023-02-25 14:05:34.994000+00:00,2023-02-25 14:05:48.996000+00:00,2023-02-25 14:06:31.002000+00:00
1464254,1464254,34,1624688,117,2023-02-25 14:08:03.031000+00:00,2023-02-25 14:21:30.151000+00:00,2023-02-25 14:24:49.213000+00:00,2023-02-25 14:24:49.213000+00:00,2023-02-25 14:24:49.213000+00:00,2023-02-25 14:24:49.213000+00:00,2023-02-25 14:31:21.231000+00:00,2023-02-25 14:33:43.311000+00:00,2023-02-25 14:33:47.312000+00:00,2023-02-25 14:34:09.314000+00:00,2023-02-25 14:34:23.314000+00:00,2023-02-25 14:35:05.321000+00:00
1464277,1464277,34,1624714,117,2023-02-25 14:36:45.351000+00:00,2023-02-25 14:47:50.307000+00:00,2023-02-25 14:50:37.471000+00:00,2023-02-25 14:50:37.471000+00:00,2023-02-25 14:50:37.471000+00:00,2023-02-25 14:50:37.471000+00:00,2023-02-25 14:55:55.526000+00:00,2023-02-25 14:58:29.540000+00:00,2023-02-25 14:58:31.545000+00:00,2023-02-25 14:58:53.542000+00:00,2023-02-25 14:59:11.545000+00:00,2023-02-25 14:59:59.552000+00:00
1464304,1464304,34,1624742,117,2023-02-25 15:01:31.563000+00:00,2023-02-25 15:13:18.523000+00:00,2023-02-25 15:16:07.695000+00:00,2023-02-25 15:16:07.695000+00:00,2023-02-25 15:16:07.695000+00:00,2023-02-25 15:16:07.695000+00:00,2023-02-25 15:21:55.629000+00:00,2023-02-25 15:24:37.817000+00:00,2023-02-25 15:24:39.817000+00:00,2023-02-25 15:25:01.821000+00:00,2023-02-25 15:25:17.821000+00:00,2023-02-25 15:26:15.837000+00:00
1464323,1464323,34,1624771,117,2023-02-25 15:29:07.875000+00:00,2023-02-25 15:42:56.763000+00:00,2023-02-25 15:45:34.039000+00:00,2023-02-25 15:45:34.039000+00:00,2023-02-25 15:45:34.039000+00:00,2023-02-25 15:45:34.039000+00:00,2023-02-25 15:52:39.858000+00:00,2023-02-25 15:55:08.134000+00:00,2023-02-25 15:55:12.134000+00:00,2023-02-25 15:56:02.138000+00:00,2023-02-25 15:56:20.142000+00:00,2023-02-25 15:57:16.146000+00:00
1464351,1464351,34,1624797,117,2023-02-25 15:58:46.162000+00:00,2023-02-25 16:12:08.982000+00:00,2023-02-25 16:15:24.322000+00:00,2023-02-25 16:15:24.322000+00:00,2023-02-25 16:15:24.322000+00:00,2023-02-25 16:15:24.322000+00:00,2023-02-25 16:20:00.074000+00:00,2023-02-25 16:22:26.405000+00:00,2023-02-25 16:22:28.405000+00:00,2023-02-25 16:22:58.407000+00:00,2023-02-25 16:23:14.414000+00:00,2023-02-25 16:23:58.415000+00:00
1464372,1464372,34,1624822,117,2023-02-25 16:25:38.435000+00:00,2023-02-25 16:35:37.284000+00:00,2023-02-25 16:38:34.624000+00:00,2023-02-25 16:38:34.624000+00:00,2023-02-25 16:38:34.624000+00:00,2023-02-25 16:38:34.624000+00:00,2023-02-25 16:43:04.222000+00:00,2023-02-25 16:45:45.230000+00:00,2023-02-25 16:45:47.230000+00:00,2023-02-25 16:46:15.234000+00:00,2023-02-25 16:46:29.235000+00:00,2023-02-25 16:47:17.241000+00:00
1464397,1464397,34,1624845,117,2023-02-25 16:49:31.280000+00:00,2023-02-25 16:56:33.443000+00:00,2023-02-25 16:59:41.374000+00:00,2023-02-25 16:59:41.374000+00:00,2023-02-25 16:59:41.374000+00:00,2023-02-25 16:59:41.374000+00:00,2023-02-25 17:04:24.421000+00:00,2023-02-25 17:11:19.472000+00:00,2023-02-25 17:11:23.473000+00:00,2023-02-25 17:11:49.475000+00:00,2023-02-25 17:12:05.479000+00:00,2023-02-25 17:12:47.482000+00:00
1464415,1464415,34,1624870,117,2023-02-25 17:17:09.544000+00:00,2023-02-25 17:20:44.553000+00:00,2023-02-25 17:24:13.627000+00:00,2023-02-25 17:24:13.627000+00:00,2023-02-25 17:24:13.627000+00:00,2023-02-25 17:24:13.627000+00:00,2023-02-25 17:38:28.699000+00:00,2023-02-25 17:44:55.850000+00:00,2023-02-25 17:44:57.851000+00:00,2023-02-25 17:45:25.853000+00:00,2023-02-25 17:45:45.854000+00:00,2023-02-25 17:46:35.857000+00:00
1464451,1464451,34,1624906,117,2023-02-25 17:50:43.911000+00:00,2023-02-25 17:53:48.834000+00:00,2023-02-25 17:57:03.975000+00:00,2023-02-25 17:57:03.975000+00:00,2023-02-25 17:57:03.975000+00:00,2023-02-25 17:57:03.975000+00:00,2023-02-25 18:14:02.967000+00:00,2023-02-25 18:20:34.231000+00:00,2023-02-25 18:20:36.231000+00:00,2023-02-25 18:21:04.239000+00:00,2023-02-25 18:21:24.244000+00:00,2023-02-25 18:22:10.249000+00:00
1464484,1464484,34,1624939,117,2023-02-25 18:26:28.297000+00:00,2023-02-25 18:26:28.297000+00:00,2023-02-25 18:29:32.322000+00:00,2023-02-25 18:29:32.322000+00:00,2023-02-25 18:29:32.322000+00:00,2023-02-25 18:29:32.322000+00:00,2023-02-25 18:38:58.433000+00:00,2023-02-25 18:45:24.483000+00:00,2023-02-25 18:45:26.482000+00:00,2023-02-25 18:45:52.486000+00:00,2023-02-25 18:46:14.489000+00:00,2023-02-25 18:46:58.493000+00:00
1464506,1464506,34,1624966,70,2023-02-25 18:51:08.544000+00:00,2023-02-25 18:54:18.571000+00:00,2023-02-25 18:54:18.571000+00:00,2023-02-25 18:54:18.571000+00:00,2023-02-25 18:54:18.571000+00:00,2023-02-25 18:54:18.571000+00:00,2023-02-25 19:04:12.837000+00:00,2023-02-25 19:10:42.873000+00:00,2023-02-25 19:10:44.874000+00:00,2023-02-25 19:11:04.874000+00:00,2023-02-25 19:11:22.874000+00:00,2023-02-25 19:12:12.876000+00:00
1464541,1464541,34,1625007,70,2023-02-25 19:30:29.051000+00:00,2023-02-25 19:30:29.051000+00:00,2023-02-25 19:31:09.055000+00:00,2023-02-25 19:31:09.055000+00:00,2023-02-25 19:31:23.055000+00:00,2023-02-25 19:31:53.062000+00:00,2023-02-25 19:34:33.083000+00:00,2023-02-25 19:40:55.143000+00:00,2023-02-25 19:40:59.142000+00:00,2023-02-25 19:41:15.145000+00:00,2023-02-25 19:41:29.146000+00:00,2023-02-25 19:42:09.148000+00:00
1464556,1464556,34,1625025,71,2023-02-25 19:45:11.178000+00:00,2023-02-25 19:45:51.187000+00:00,2023-02-25 19:45:51.187000+00:00,2023-02-25 19:45:51.187000+00:00,2023-02-25 19:46:01.188000+00:00,2023-02-25 19:46:39.196000+00:00,2023-02-25 19:49:35.227000+00:00,2023-02-25 19:57:33.298000+00:00,2023-02-25 19:57:37.298000+00:00,2023-02-25 19:57:53.300000+00:00,2023-02-25 19:58:11.301000+00:00,2023-02-25 19:59:05.310000+00:00
1464577,1464577,34,1625054,70,2023-02-25 20:08:53.393000+00:00,2023-02-25 20:08:53.393000+00:00,2023-02-25 20:08:55.394000+00:00,2023-02-25 20:08:55.394000+00:00,2023-02-25 20:09:07.394000+00:00,2023-02-25 20:09:21.401000+00:00,2023-02-25 20:10:47.418000+00:00,2023-02-25 20:28:41.596000+00:00,2023-02-25 20:29:41.608000+00:00,2023-02-25 20:30:13.614000+00:00,2023-02-25 20:30:27.619000+00:00,2023-02-25 20:31:13.623000+00:00
1464607,1464607,34,1625089,71,2023-02-25 20:45:11.736000+00:00,2023-02-25 20:47:53.770000+00:00,2023-02-25 20:47:53.770000+00:00,2023-02-25 20:47:53.770000+00:00,2023-02-25 20:48:03.773000+00:00,2023-02-25 20:49:19.799000+00:00,2023-02-25 20:52:27.831000+00:00,2023-02-25 20:59:51.886000+00:00,2023-02-25 20:59:55.886000+00:00,2023-02-25 21:00:11.888000+00:00,2023-02-25 21:00:27.890000+00:00,2023-02-25 21:01:03.893000+00:00
1464626,1464626,34,1625108,70,2023-02-25 21:08:51.976000+00:00,2023-02-25 21:08:51.976000+00:00,2023-02-25 21:09:55.985000+00:00,2023-02-25 21:09:55.985000+00:00,2023-02-25 21:10:05.984000+00:00,2023-02-25 21:10:09.986000+00:00,2023-02-25 21:12:20.016000+00:00,2023-02-25 21:29:06.128000+00:00,2023-02-25 21:29:10.127000+00:00,2023-02-25 21:29:30.131000+00:00,2023-02-25 21:29:48.134000+00:00,2023-02-25 21:30:22.139000+00:00
1464650,1464650,34,1625134,74,2023-02-25 21:38:58.225000+00:00,2023-02-25 21:38:58.225000+00:00,2023-02-25 21:39:38.229000+00:00,2023-02-25 21:39:38.229000+00:00,2023-02-25 21:39:48.228000+00:00,2023-02-25 21:41:14.247000+00:00,2023-02-25 21:44:04.269000+00:00,2023-02-25 21:58:04.383000+00:00,2023-02-25 21:58:16.384000+00:00,2023-02-25 21:58:30.383000+00:00,2023-02-25 21:58:48.386000+00:00,2023-02-25 21:59:36.391000+00:00
1464672,1464672,34,1625155,74,2023-02-25 22:04:30.441000+00:00,2023-02-25 22:04:30.441000+00:00,2023-02-25 22:04:34.442000+00:00,2023-02-25 22:04:34.442000+00:00,2023-02-25 22:05:26.450000+00:00,2023-02-25 22:05:40.453000+00:00,2023-02-25 22:09:30.479000+00:00,2023-02-25 22:14:34.517000+00:00,2023-02-25 22:14:38.517000+00:00,2023-02-25 22:14:54.518000+00:00,2023-02-25 22:15:08.518000+00:00,2023-02-25 22:15:58.525000+00:00
1464684,1464684,34,1625171,74,2023-02-25 22:19:28.558000+00:00,2023-02-25 22:19:28.558000+00:00,2023-02-25 22:20:28.565000+00:00,2023-02-25 22:20:28.565000+00:00,2023-02-25 22:20:52.573000+00:00,2023-02-25 22:21:08.576000+00:00,2023-02-25 22:24:50.608000+00:00,2023-02-25 22:29:30.648000+00:00,2023-02-25 22:29:34.648000+00:00,2023-02-25 22:29:50.651000+00:00,2023-02-25 22:30:10.654000+00:00,2023-02-25 22:30:54.666000+00:00
1464698,1464698,34,1625188,74,2023-02-25 22:34:52.723000+00:00,2023-02-25 22:34:52.723000+00:00,2023-02-25 22:34:58.725000+00:00,2023-02-25 22:34:58.725000+00:00,2023-02-25 22:35:26.730000+00:00,2023-02-25 22:35:26.730000+00:00,2023-02-25 22:38:34.773000+00:00,2023-02-25 22:43:36.809000+00:00,2023-02-25 22:43:40.809000+00:00,2023-02-25 22:43:56.810000+00:00,2023-02-25 22:44:12.818000+00:00,2023-02-25 22:44:56.826000+00:00
1464711,1464711,34,1625202,74,2023-02-25 22:49:28.870000+00:00,2023-02-25 22:49:28.870000+00:00,2023-02-25 22:49:34.871000+00:00,2023-02-25 22:49:34.871000+00:00,2023-02-25 22:50:00.872000+00:00,2023-02-25 22:50:00.872000+00:00,2023-02-25 22:53:16.908000+00:00,2023-02-25 22:58:26.963000+00:00,2023-02-25 22:58:38.967000+00:00,2023-02-25 22:58:55.566000+00:00,2023-02-25 22:59:15.568000+00:00,2023-02-25 23:00:01.578000+00:00
1464725,1464725,34,1625217,74,2023-02-25 23:03:49.630000+00:00,2023-02-25 23:03:49.630000+00:00,2023-02-25 23:03:55.629000+00:00,2023-02-25 23:03:55.629000+00:00,2023-02-25 23:04:23.637000+00:00,2023-02-25 23:04:23.637000+00:00,2023-02-25 23:07:35.674000+00:00,2023-02-25 23:13:19.745000+00:00,2023-02-25 23:13:31.748000+00:00,2023-02-25 23:13:43.748000+00:00,2023-02-25 23:13:57.748000+00:00,2023-02-25 23:14:49.757000+00:00
1464746,1464746,34,1625290,74,2023-02-25 23:21:39.840000+00:00,2023-02-25 23:21:39.840000+00:00,2023-02-25 23:21:39.840000+00:00,2023-02-25 23:21:39.840000+00:00,2023-02-25 23:22:11.845000+00:00,2023-02-26 00:32:52.275000+00:00,2023-02-26 00:37:24.306000+00:00,2023-02-26 00:42:58.343000+00:00,2023-02-26 00:43:04.343000+00:00,2023-02-26 00:43:46.349000+00:00,2023-02-26 00:44:08.348000+00:00,2023-02-26 00:45:18.356000+00:00
1464803,1464803,34,1625310,74,2023-02-26 00:48:52.388000+00:00,2023-02-26 00:48:52.388000+00:00,2023-02-26 00:49:14.390000+00:00,2023-02-26 00:49:14.390000+00:00,2023-02-26 00:49:36.393000+00:00,2023-02-26 00:49:40.395000+00:00,2023-02-26 00:54:14.431000+00:00,2023-02-26 00:58:38.465000+00:00,2023-02-26 00:58:44.465000+00:00,2023-02-26 00:59:20.470000+00:00,2023-02-26 00:59:44.472000+00:00,2023-02-26 01:00:50.479000+00:00
1464818,1464818,34,1625328,74,2023-02-26 01:04:02.533000+00:00,2023-02-26 01:04:02.533000+00:00,2023-02-26 01:05:26.552000+00:00,2023-02-26 01:05:26.552000+00:00,2023-02-26 01:05:50.554000+00:00,2023-02-26 01:05:54.555000+00:00,2023-02-26 01:10:12.600000+00:00,2023-02-26 01:14:02.631000+00:00,2023-02-26 01:14:08.633000+00:00,2023-02-26 01:14:32.635000+00:00,2023-02-26 01:14:54.640000+00:00,2023-02-26 01:17:00.666000+00:00
1464835,1464835,34,1625348,74,2023-02-26 01:21:22.739000+00:00,2023-02-26 01:21:22.739000+00:00,2023-02-26 01:21:30.742000+00:00,2023-02-26 01:21:30.742000+00:00,2023-02-26 01:21:54.746000+00:00,2023-02-26 01:22:00.747000+00:00,2023-02-26 01:26:36.789000+00:00,2023-02-26 01:31:20.822000+00:00,2023-02-26 01:31:30.824000+00:00,2023-02-26 01:32:02.822000+00:00,2023-02-26 01:32:24.824000+00:00,2023-02-26 01:33:22.830000+00:00
1464853,1464853,34,1625366,74,2023-02-26 01:36:54.862000+00:00,2023-02-26 01:36:54.862000+00:00,2023-02-26 01:37:02.863000+00:00,2023-02-26 01:37:02.863000+00:00,2023-02-26 01:37:28.865000+00:00,2023-02-26 01:37:34.866000+00:00,2023-02-26 01:41:50.915000+00:00,2023-02-26 01:46:30.958000+00:00,2023-02-26 01:46:38.958000+00:00,2023-02-26 01:46:54.962000+00:00,2023-02-26 01:47:14.962000+00:00,2023-02-26 01:48:18.970000+00:00
1464866,1464866,34,1625386,74,2023-02-26 01:52:27.004000+00:00,2023-02-26 01:52:27.004000+00:00,2023-02-26 01:52:39.005000+00:00,2023-02-26 01:52:39.005000+00:00,2023-02-26 01:53:01.013000+00:00,2023-02-26 01:53:13.015000+00:00,2023-02-26 01:57:03.048000+00:00,2023-02-26 02:01:37.084000+00:00,2023-02-26 02:01:49.087000+00:00,2023-02-26 02:02:03.087000+00:00,2023-02-26 02:02:19.087000+00:00,2023-02-26 02:03:15.093000+00:00
1464880,1464880,34,1625404,74,2023-02-26 02:07:15.134000+00:00,2023-02-26 02:07:15.134000+00:00,2023-02-26 02:07:23.135000+00:00,2023-02-26 02:07:23.135000+00:00,2023-02-26 02:07:47.137000+00:00,2023-02-26 02:07:53.138000+00:00,2023-02-26 02:12:47.175000+00:00,2023-02-26 02:21:09.241000+00:00,2023-02-26 02:21:17.241000+00:00,2023-02-26 02:22:03.246000+00:00,2023-02-26 02:22:27.249000+00:00,2023-02-26 02:23:33.256000+00:00
1464899,1464899,34,1625422,74,2023-02-26 02:27:21.306000+00:00,2023-02-26 02:27:21.306000+00:00,2023-02-26 02:27:21.306000+00:00,2023-02-26 02:27:21.306000+00:00,2023-02-26 02:27:49.311000+00:00,2023-02-26 02:27:53.315000+00:00,2023-02-26 02:32:15.358000+00:00,2023-02-26 02:38:11.412000+00:00,2023-02-26 02:38:15.413000+00:00,2023-02-26 02:38:53.417000+00:00,2023-02-26 02:39:15.423000+00:00,2023-02-26 02:40:11.430000+00:00
1464914,1464914,34,1625440,74,2023-02-26 02:43:57.503000+00:00,2023-02-26 02:43:57.503000+00:00,2023-02-26 02:44:19.506000+00:00,2023-02-26 02:44:19.506000+00:00,2023-02-26 02:44:39.509000+00:00,2023-02-26 02:44:41.510000+00:00,2023-02-26 02:48:35.556000+00:00,2023-02-26 02:53:29.607000+00:00,2023-02-26 02:53:35.607000+00:00,2023-02-26 02:54:01.614000+00:00,2023-02-26 02:54:23.615000+00:00,2023-02-26 02:55:41.623000+00:00
1464934,1464934,34,1625472,74,2023-02-26 03:01:48.942952+00:00,2023-02-26 03:01:48.942952+00:00,2023-02-26 03:13:31.812000+00:00,2023-02-26 03:13:31.812000+00:00,2023-02-26 03:13:51.816000+00:00,2023-02-26 03:13:57.817000+00:00,2023-02-26 03:17:43.843000+00:00,2023-02-26 03:22:35.867000+00:00,2023-02-26 03:22:39.866000+00:00,2023-02-26 03:23:01.871000+00:00,2023-02-26 03:23:19.872000+00:00,2023-02-26 03:24:25.877000+00:00
1464961,1464961,34,1625494,74,2023-02-26 03:28:35.924000+00:00,2023-02-26 03:28:35.924000+00:00,2023-02-26 03:28:39.925000+00:00,2023-02-26 03:28:39.925000+00:00,2023-02-26 03:29:05.937000+00:00,2023-02-26 03:29:55.947000+00:00,2023-02-26 03:34:20.006000+00:00,2023-02-26 03:39:16.047000+00:00,2023-02-26 03:39:20.046000+00:00,2023-02-26 03:39:40.053000+00:00,2023-02-26 03:40:02.053000+00:00,2023-02-26 03:41:06.058000+00:00
1464976,1464976,34,1625511,74,2023-02-26 03:44:44.097000+00:00,2023-02-26 03:44:44.097000+00:00,2023-02-26 03:45:18.102000+00:00,2023-02-26 03:45:18.102000+00:00,2023-02-26 03:45:44.111000+00:00,2023-02-26 03:46:34.119000+00:00,2023-02-26 03:50:56.152000+00:00,2023-02-26 03:55:30.188000+00:00,2023-02-26 03:55:34.188000+00:00,2023-02-26 03:55:56.190000+00:00,2023-02-26 03:56:16.194000+00:00,2023-02-26 03:57:24.201000+00:00
1464994,1464994,34,1625528,74,2023-02-26 04:01:06.258000+00:00,2023-02-26 04:01:06.258000+00:00,2023-02-26 04:01:30.260000+00:00,2023-02-26 04:01:30.260000+00:00,2023-02-26 04:02:02.264000+00:00,2023-02-26 04:03:08.269000+00:00,2023-02-26 04:07:42.320000+00:00,2023-02-26 04:13:00.370000+00:00,2023-02-26 04:13:08.372000+00:00,2023-02-26 04:13:28.379000+00:00,2023-02-26 04:13:48.384000+00:00,2023-02-26 04:14:54.393000+00:00
1465009,1465009,34,1625547,74,2023-02-26 04:18:56.427000+00:00,2023-02-26 04:18:56.427000+00:00,2023-02-26 04:19:06.429000+00:00,2023-02-26 04:19:06.429000+00:00,2023-02-26 04:19:26.433000+00:00,2023-02-26 04:19:34.433000+00:00,2023-02-26 04:24:06.481000+00:00,2023-02-26 04:28:48.532000+00:00,2023-02-26 04:29:00.537000+00:00,2023-02-26 04:29:16.539000+00:00,2023-02-26 04:29:38.542000+00:00,2023-02-26 04:30:40.551000+00:00
1465026,1465026,34,1625567,74,2023-02-26 04:34:30.604000+00:00,2023-02-26 04:34:30.604000+00:00,2023-02-26 04:34:46.605000+00:00,2023-02-26 04:34:46.605000+00:00,2023-02-26 04:35:12.611000+00:00,2023-02-26 04:35:24.614000+00:00,2023-02-26 04:39:58.671000+00:00,2023-02-26 04:44:52.704000+00:00,2023-02-26 04:45:06.706000+00:00,2023-02-26 04:45:24.706000+00:00,2023-02-26 04:45:50.713000+00:00,2023-02-26 04:46:58.721000+00:00
1465045,1465045,34,1625591,74,2023-02-26 04:50:46.766000+00:00,2023-02-26 04:50:46.766000+00:00,2023-02-26 04:51:16.769000+00:00,2023-02-26 04:51:16.769000+00:00,2023-02-26 04:51:42.775000+00:00,2023-02-26 04:51:58.776000+00:00,2023-02-26 04:56:24.825000+00:00,2023-02-26 05:01:06.860000+00:00,2023-02-26 05:01:14.861000+00:00,2023-02-26 05:01:34.863000+00:00,2023-02-26 05:02:40.871000+00:00,2023-02-26 05:03:40.877000+00:00
1465063,1465063,34,1625614,74,2023-02-26 05:07:06.915000+00:00,2023-02-26 05:07:06.915000+00:00,2023-02-26 05:07:30.918000+00:00,2023-02-26 05:07:30.918000+00:00,2023-02-26 05:07:50.919000+00:00,2023-02-26 05:08:40.920000+00:00,2023-02-26 05:13:00.960000+00:00,2023-02-26 05:17:22.994000+00:00,2023-02-26 05:17:26.995000+00:00,2023-02-26 05:18:31+00:00,2023-02-26 05:18:47.002000+00:00,2023-02-26 05:19:43.021000+00:00
1465081,1465081,34,1625634,69,2023-02-26 05:23:07.066000+00:00,2023-02-26 05:23:07.066000+00:00,2023-02-26 05:24:15.078000+00:00,2023-02-26 05:24:15.078000+00:00,2023-02-26 05:24:37.079000+00:00,2023-02-26 05:24:43.080000+00:00,2023-02-26 05:30:59.164000+00:00,2023-02-26 05:35:17.198000+00:00,2023-02-26 05:35:29.199000+00:00,2023-02-26 05:36:01.204000+00:00,2023-02-26 05:37:25.215000+00:00,2023-02-26 05:38:27.221000+00:00
1465105,1465105,34,1625664,69,2023-02-26 05:47:59.333000+00:00,2023-02-26 05:51:44.342000+00:00,2023-02-26 05:53:47.377000+00:00,2023-02-26 05:53:47.377000+00:00,2023-02-26 05:53:47.377000+00:00,2023-02-26 05:53:47.377000+00:00,2023-02-26 05:55:41.456000+00:00,2023-02-26 06:14:33.594000+00:00,2023-02-26 06:14:37.594000+00:00,2023-02-26 06:15:01.600000+00:00,2023-02-26 06:15:17.603000+00:00,2023-02-26 06:16:05.611000+00:00
1465130,1465130,34,1625689,71,2023-02-26 06:19:59.671000+00:00,2023-02-26 06:19:59.671000+00:00,2023-02-26 06:21:19.693000+00:00,2023-02-26 06:21:19.693000+00:00,2023-02-26 06:21:33.694000+00:00,2023-02-26 06:22:41.698000+00:00,2023-02-26 06:24:29.714000+00:00,2023-02-26 06:31:23.379000+00:00,2023-02-26 06:31:29.380000+00:00,2023-02-26 06:31:45.389000+00:00,2023-02-26 06:31:59.387000+00:00,2023-02-26 06:32:51.394000+00:00
1465150,1465150,34,1625711,69,2023-02-26 06:41:29.492000+00:00,2023-02-26 06:41:29.492000+00:00,2023-02-26 06:41:37.493000+00:00,2023-02-26 06:41:37.493000+00:00,2023-02-26 06:42:03.495000+00:00,2023-02-26 06:42:43.499000+00:00,2023-02-26 06:44:57.513000+00:00,2023-02-26 07:01:59.673000+00:00,2023-02-26 07:02:05.672000+00:00,2023-02-26 07:02:29.675000+00:00,2023-02-26 07:02:45.675000+00:00,2023-02-26 07:03:53.684000+00:00
1465179,1465179,34,1625743,71,2023-02-26 07:08:11.740000+00:00,2023-02-26 07:08:25.742000+00:00,2023-02-26 07:08:25.742000+00:00,2023-02-26 07:08:25.742000+00:00,2023-02-26 07:08:47.751000+00:00,2023-02-26 07:10:31.767000+00:00,2023-02-26 07:14:19.798000+00:00,2023-02-26 07:21:51.846000+00:00,2023-02-26 07:21:57.846000+00:00,2023-02-26 07:22:21.852000+00:00,2023-02-26 07:22:35.858000+00:00,2023-02-26 07:24:03.864000+00:00
1465202,1465202,34,1625769,70,2023-02-26 07:31:25.935000+00:00,2023-02-26 07:31:39.939000+00:00,2023-02-26 07:31:39.939000+00:00,2023-02-26 07:31:39.939000+00:00,2023-02-26 07:32:35.944000+00:00,2023-02-26 07:33:27.952000+00:00,2023-02-26 07:36:25.982000+00:00,2023-02-26 07:53:40.140000+00:00,2023-02-26 07:53:46.140000+00:00,2023-02-26 07:54:16.142000+00:00,2023-02-26 07:54:30.146000+00:00,2023-02-26 07:55:26.150000+00:00
1465227,1465227,34,1625795,70,2023-02-26 08:00:34.192000+00:00,2023-02-26 08:00:34.192000+00:00,2023-02-26 08:00:34.192000+00:00,2023-02-26 08:00:34.192000+00:00,2023-02-26 08:00:54.196000+00:00,2023-02-26 08:02:24.206000+00:00,2023-02-26 08:05:22.222000+00:00,2023-02-26 08:11:28.269000+00:00,2023-02-26 08:11:32.269000+00:00,2023-02-26 08:11:48.270000+00:00,2023-02-26 08:12:04.271000+00:00,2023-02-26 08:13:28.284000+00:00
1465246,1465246,34,1625819,70,2023-02-26 08:26:26.611000+00:00,2023-02-26 08:26:26.611000+00:00,2023-02-26 08:26:26.611000+00:00,2023-02-26 08:26:26.611000+00:00,2023-02-26 08:26:36.612000+00:00,2023-02-26 08:27:32.624000+00:00,2023-02-26 08:30:26.650000+00:00,2023-02-26 08:36:16.703000+00:00,2023-02-26 08:36:22.704000+00:00,2023-02-26 08:36:38.704000+00:00,2023-02-26 08:36:52.706000+00:00,2023-02-26 08:37:46.709000+00:00
1465260,1465260,34,1625834,70,2023-02-26 08:41:37.786723+00:00,2023-02-26 08:41:37.786723+00:00,2023-02-26 08:42:16.762000+00:00,2023-02-26 08:42:16.762000+00:00,2023-02-26 08:42:34.762000+00:00,2023-02-26 08:42:40.764000+00:00,2023-02-26 08:45:48.796000+00:00,2023-02-26 08:52:14.847000+00:00,2023-02-26 08:52:22.847000+00:00,2023-02-26 08:52:42.847000+00:00,2023-02-26 08:52:58.848000+00:00,2023-02-26 08:53:54.856000+00:00
1465278,1465278,34,1625857,70,2023-02-26 08:58:10.900000+00:00,2023-02-26 08:58:47.675000+00:00,2023-02-26 08:59:08.910000+00:00,2023-02-26 08:59:08.910000+00:00,2023-02-26 08:59:36.917000+00:00,2023-02-26 08:59:48.918000+00:00,2023-02-26 09:03:08.977000+00:00,2023-02-26 09:09:43.023000+00:00,2023-02-26 09:09:47.029000+00:00,2023-02-26 09:10:07.026000+00:00,2023-02-26 09:12:07.045000+00:00,2023-02-26 09:13:17.053000+00:00
